Action	Reward	Loss	Remaining	length	Punto	objetivo				
#############	EPISODIO	0#################								
Punto	Encontrado									
4	15,1997194	22,91854477	3,902095641	[	0	0	-10,]	[-1,1418020307019106e-08	0,65272665	-7,77105188369751]
1	20,04865979	16,3512516	2,322555012	[	0	0	-10,]	[-2,8616968350547722e-08	0,879389346	-9,592902183532715]
5	45	16,02179718	0,969048117	[	0	0	-10,]	[-5,596877272751044e-08	1,122116804	-11,653371810913086]
Punto	Encontrado									
1	7,452998471	8,884328842	19,38321695	[-19,	5	-14,]	[-0,7678812742233276	2,008510351	-13,244540214538574]	
1	7,565240983	4,75051403	18,49134617	[-19,	5	-14,]	[-1,5800501108169556	2,269565344	-13,044175148010254]	
3	7,67974013	8,62420845	17,65852567	[-19,	5	-14,]	[-2,351579427719116	2,50902319	-13,067816734313965]	
1	7,799625342	14,674016	16,85953258	[-19,	5	-14,]	[-3,1109864711761475	2,56366086	-13,246623039245605]	
1	7,92528344	6,121994019	16,0923608	[-19,	5	-14,]	[-3,86236572265625	2,577496529	-13,812361717224121]	
1	8,061587635	13,64586735	15,33139598	[-19,	5	-14,]	[-4,617745876312256	2,595951319	-14,780771255493164]	
1	8,204577504	11,41692162	14,60268083	[-19,	5	-14,]	[-5,368232727050781	2,613298893	-16,138193130493164]	
6	8,332593181	6,349710941	14,00333143	[-19,	5	-14,]	[-6,116761684417725	2,615002155	-17,578895568847656]	
1	8,428851914	18,39760399	13,58214039	[-19,	5	-14,]	[-6,869081497192383	2,438361645	-18,951261520385742]	
4	8,484196291	9,353180885	13,3505118	[-19,	5	-14,]	[-7,610802173614502	2,221751928	-20,542377471923828]	
8	8,466163631	6,795081615	13,42517011	[-19,	5	-14,]	[-8,341882705688477	2,027505875	-21,964275360107422]	
3	8,416915669	10,82501602	13,6330799	[-19,	5	-14,]	[-9,085840225219727	1,984680891	-23,179283142089844]	
1	8,36848221	6,334510326	13,8434805	[-19,	5	-14,]	[-9,8219575881958	1,807661295	-24,54454803466797]	
8	8,259605174	19,25151062	14,33928109	[-19,	5	-14,]	[-10,56200885772705	1,599852562	-26,000558853149414]	
2	8,113514851	12,87850666	15,05902088	[-19,	5	-14,]	[-11,291668891906738	1,592316747	-27,367332458496094]	
5	7,975763098	12,05243492	15,80241281	[-19,	5	-14,]	[-12,03668212890625	1,821342826	-29,004581451416016]	
0	7,802021366	14,05103779	16,8442608	[-19,	5	-14,]	[-12,762271881103516	2,233660698	-30,757780075073242]	
1	7,618653052	11,86816978	18,09378563	[-19,	5	-14,]	[-13,493667602539062	2,506669521	-32,929141998291016]	
8	7,395691249	5,826919556	19,87080296	[-19,	5	-14,]	[-14,237142562866211	2,754179716	-35,22443771362305]	
7	7,186470499	3,514318466	21,86790516	[-19,	5	-14,]	[-14,961326599121094	3,170343161	-37,0799446105957]	
7	7,040652638	14,26326084	23,50196524	[-19,	5	-14,]	[-15,719388008117676	3,645878077	-38,60776138305664]	
5	6,933310019	4,631614208	24,86238085	[-19,	5	-14,]	[-16,446340560913086	4,11610508	-39,84456253051758]	
8	6,852850005	5,532270432	25,98545476	[-19,	5	-14,]	[-17,17315673828125	4,776051521	-40,93594741821289]	
1	6,785793689	5,588906288	26,99875502	[-19,	5	-14,]	[-17,887964248657227	5,641685009	-41,92412185668945]	
7	6,72689968	5,34525013	27,95362167	[-19,	5	-14,]	[-18,609655380249023	6,557308197	-43,00483322143555]	
1	6,663935991	5,967655182	29,04923283	[-19,	5	-14,]	[-19,313457489013672	7,44755125	-43,975318908691406]	
7	6,608921904	6,744998932	30,07671037	[-19,	5	-14,]	[-20,02423095703125	8,348747253	-45,04196548461914]	
1	6,550923015	12,50838852	31,23886647	[-19,	5	-14,]	[-20,717365264892578	9,229196548	-46,00337600708008]	
7	6,5002735	3,524005651	32,32725665	[-19,	5	-14,]	[-21,40934944152832	10,1098423	-47,049964904785156]	
8	6,448044526	14,39664745	33,52932497	[-19,	5	-14,]	[-22,097373962402344	11,00059319	-47,70170974731445]	
5	6,41356389	7,85612154	34,37158832	[-19,	5	-14,]	[-22,778736114501953	12,06933308	-48,106956481933594]	
8	6,387491771	4,390974045	35,03624976	[-19,	5	-14,]	[-23,452905654907227	13,35193825	-48,35762405395508]	
5	6,364722897	6,127407551	35,63747426	[-19,	5	-14,]	[-24,140666961669922	14,89174366	-48,36358642578125]	
5	6,346744363	6,159452915	36,12657085	[-19,	5	-14,]	[-24,809961318969727	16,62186432	-48,36893844604492]	
3	6,324749313	6,90075779	36,74298995	[-19,	5	-14,]	[-25,458356857299805	18,4869957	-48,37301254272461]	
5	6,2992128	5,171931267	37,4848425	[-19,	5	-14,]	[-26,11424446105957	20,25864601	-48,381839752197266]	
8	6,272831477	6,539793015	38,28249805	[-19,	5	-14,]	[-26,780269622802734	22,20233536	-48,24357604980469]	
8	6,246777262	5,516158581	39,1033942	[-19,	5	-14,]	[-27,425487518310547	24,31317329	-47,716552734375]	
3	6,226717123	2,785616636	39,75919304	[-19,	5	-14,]	[-28,062908172607422	26,58937454	-46,939476013183594]	
5	6,207337397	2,900411129	40,41344427	[-19,	5	-14,]	[-28,692340850830078	28,7274704	-46,16745376586914]	
#############	EPISODIO	9#################								
Punto	Encontrado									
5	10,64612163	8,010899544	7,855636358	[	0	0	-10,]	[-6,254709857683727e-12	0,015261831	-4,70416784286499]
8	12,94173417	8,895109177	5,295854148	[	0	0	-10,]	[-2,7199908991804023e-10	0,213624746	-6,217913627624512]
7	15,44252348	4,439481735	3,788114684	[	0	0	-10,]	[-9,50064804605688e-10	0,609659731	-7,317890644073486]
8	18,33146188	6,59021759	2,75052642	[	0	0	-10,]	[2,6982300838085393e-09	1,062307715	-8,04344654083252]
3	20,49742666	3,412660122	2,226342094	[	0	0	-10,]	[8,025696551783312e-09	1,664019108	-8,528644561767578]
3	20,52203877	3,885916233	2,221226332	[	0	0	-10,]	[4,104593642750842e-08	2,118402958	-9,018285751342773]
1	19,99330381	14,29148293	2,33482204	[	0	0	-10,]	[1,1651080455976626e-07	2,355083942	-9,65577220916748]
1	19,79242762	2,878794193	2,380107802	[	0	0	-10,]	[2,2108420694166853e-07	2,550895691	-10,674739837646484]
7	18,74145397	4,610880852	2,638625149	[	0	0	-10,]	[3,535978123636596e-07	2,75201869	-11,7850980758667]
3	16,68150161	2,795468807	3,280271637	[	0	0	-10,]	[5,239696179160092e-07	2,94076395	-12,68062686920166]
3	15,0418193	4,721036434	3,979177431	[	0	0	-10,]	[7,671084176763543e-07	2,937436104	-13,575749397277832]
5	13,88481066	3,99128747	4,627581941	[	0	0	-10,]	[1,086981455955538e-06	2,733700752	-14,473468780517578]
5	13,00946023	6,631141663	5,242617927	[	0	0	-10,]	[1,4377554862221587e-06	2,684442043	-15,383349418640137]
5	12,12703862	5,686659813	6,015536555	[	0	0	-10,]	[2,0093154944333946e-06	2,871598244	-16,28794288635254]
1	11,31902024	14,81898117	6,912619056	[	0	0	-10,]	[2,8482870675361482e-06	3,263226509	-17,32444190979004]
8	10,54416865	5,38595438	8,018484679	[	0	0	-10,]	[3,828495664492948e-06	3,713332653	-18,464115142822266]
8	9,881458831	12,17399788	9,242839636	[	0	0	-10,]	[4,725000962935155e-06	4,334319592	-19,213003158569336]
6	9,471616748	2,616917133	10,18163806	[	0	0	-10,]	[5,5806158343330026e-06	5,142022133	-19,563400268554688]
8	9,216515954	4,447534561	10,85813135	[	0	0	-10,]	[6,451825356634799e-06	5,84390831	-19,515954971313477]
0	9,109434497	5,3284235	11,16712422	[	0	0	-10,]	[7,324777925532544e-06	6,643249035	-19,374618530273438]
6	9,003256535	4,825209141	11,48983161	[	0	0	-10,]	[8,280411748273764e-06	7,307706356	-19,32915496826172]
8	8,890881885	6,606557846	11,85055714	[	0	0	-10,]	[9,229337592842057e-06	7,78047657	-18,878767013549805]
8	8,904591766	5,643495083	11,80543601	[	0	0	-10,]	[1,0127787390956655e-05	8,383627892	-18,045997619628906]
2	8,961980071	10,54444313	11,61995242	[	0	0	-10,]	[1,1182481102878228e-05	9,21066761	-17,124574661254883]
8	8,954267187	12,1126442	11,64456792	[	0	0	-10,]	[1,2336011423030868e-05	10,27873421	-16,26713752746582]
8	8,834749217	12,46885777	12,03866229	[	0	0	-10,]	[1,34630672619096e-05	11,54357529	-15,025653839111328]
1	8,67914117	6,603744984	12,59012815	[	0	0	-10,]	[1,4725963410455734e-05	12,99076748	-13,710628509521484]
3	8,445822884	4,446670532	13,51032211	[	0	0	-10,]	[1,6159925507963635e-05	14,45621395	-12,620535850524902]
2	8,18637523	3,921787977	14,69181166	[	0	0	-10,]	[1,7544984075357206e-05	15,71126366	-11,726613998413086]
4	7,975153884	5,112590313	15,8058534	[	0	0	-10,]	[1,884138873720076e-05	17,05560112	-11,074295997619629]
3	7,764049445	10,6110878	17,08940144	[	0	0	-10,]	[2,0245748601155356e-05	18,45505142	-10,40676498413086]
5	7,569434655	6,550740242	18,4595336	[	0	0	-10,]	[2,175502413592767e-05	19,74695969	-9,714643478393555]
4	7,409752205	9,972912788	19,74902137	[	0	0	-10,]	[2,3174936359282583e-05	21,14150429	-9,0372896194458]
8	7,255970318	5,46675396	21,16341217	[	0	0	-10,]	[2,4710067009436898e-05	22,58324623	-8,214674949645996]
8	7,113833662	4,862543106	22,65370601	[	0	0	-10,]	[2,6233174139633775e-05	24,2063179	-6,9874796867370605]
8	6,969042366	3,38674736	24,39305444	[	0	0	-10,]	[2,769379352685064e-05	26,05327797	-5,354109287261963]
8	6,820547197	8,307069778	26,46427013	[	0	0	-10,]	[2,909149588958826e-05	28,11200523	-3,3161284923553467]
2	6,672483749	4,698160172	28,89565671	[	0	0	-10,]	[3,0392955522984266e-05	30,30947113	-1,2515394687652588]
8	-105	4,434180737	999	[	0	0	-10,]	[3,156471575493924e-05	31,6970005	-0,1945498138666153]
#############	EPISODIO	10#################								
Punto	Encontrado									
8	9,606807121	3,920661449	9,853504106	[	0	0	-10,]	[3,560900218354396e-13	0,013824586	-2,5597221851348877]
8	10,92396661	4,749918461	7,440290658	[	0	0	-10,]	[-2,4525234273986563e-12	0,213092521	-3,7032244205474854]
1	11,84895833	11,88905811	6,300380236	[	0	0	-10,]	[2,6126698027262307e-10	0,621014833	-4,733071804046631]
0	12,93221038	20,60761452	5,303413245	[	0	0	-10,]	[5,089252574919101e-09	1,05035305	-6,15665864944458]
8	15,0315323	4,673562527	3,984283407	[	0	0	-10,]	[2,086577488569219e-08	1,322294593	-7,684553146362305]
8	18,6373079	16,18020439	2,666412782	[	0	0	-10,]	[4,1514667259434646e-08	1,744779706	-8,851295471191406]
7	21,18664707	2,73385191	2,088965849	[	0	0	-10,]	[6,715274025737017e-08	2,365628719	-9,594439506530762]
8	19,70527096	8,722642899	2,400141361	[	0	0	-10,]	[1,0730404653713776e-07	3,028516769	-9,94185733795166]
8	17,40979678	4,054841042	3,029074841	[	0	0	-10,]	[1,6082449860732595e-07	3,870401382	-9,897603034973145]
8	15,26324047	5,236002922	3,871755674	[	0	0	-10,]	[2,292616443355655e-07	4,927458763	-9,451783180236816]
8	13,39227284	7,16087532	4,95786159	[	0	0	-10,]	[3,1823029189581575e-07	6,215438366	-8,589035034179688]
8	11,7809685	4,769169807	6,373577976	[	0	0	-10,]	[4,2937827515743265e-07	7,697352886	-7,3428850173950195]
8	10,4686259	15,68543816	8,143064625	[	0	0	-10,]	[5,662565172315226e-07	9,369362831	-5,715305328369141]
8	9,423760876	4,203439236	10,30260007	[	0	0	-10,]	[7,371404535660986e-07	11,27849102	-3,654298782348633]
8	8,586515432	3,582104206	12,94110828	[	0	0	-10,]	[9,43923794238799e-07	13,38878536	-1,2006992101669312]
8	7,937467878	11,25361252	16,02146273	[	0	0	-10,]	[1,0681152389224735e-06	14,239398	-0,17824026942253113]
8	7,732510519	5,482191086	17,29819123	[	0	0	-10,]	[1,0681152389224735e-06	14,239398	-0,17824026942253113]
2	-105	18,07054329	999	[	0	0	-10,]	[1,0680556670195074e-06	14,24164867	-0,18338192999362946]
#############	EPISODIO	11#################								
Punto	Encontrado									
8	9,606807121	13,99899673	9,853504106	[	0	0	-10,]	[-1,387598803220813e-12	0,013191911	-2,5558359622955322]
8	10,92124106	16,85387993	7,444175726	[	0	0	-10,]	[-1,0150330576053079e-10	0,205968007	-3,68546199798584]
5	11,83256476	5,45416069	6,317896248	[	0	0	-10,]	[-6,127446328108022e-10	0,618139029	-4,565422534942627]
8	12,7284308	8,330414772	5,469618641	[	0	0	-10,]	[-1,880591238290208e-09	1,267472863	-5,324985027313232]
8	13,55609859	14,97026634	4,843784931	[	0	0	-10,]	[-4,340507064881649e-09	2,136996508	-5,683621406555176]
8	13,59635667	7,259032249	4,816417573	[	0	0	-10,]	[-8,281404006993398e-09	3,189503193	-5,639754295349121]
8	12,80971282	3,494396925	5,402284075	[	0	0	-10,]	[-1,415971606633093e-08	4,462909698	-5,196991920471191]
8	11,61690294	10,65472984	6,556405234	[	0	0	-10,]	[-2,2250356224162715e-08	5,943006516	-4,355325222015381]
5	10,4368846	7,63025856	8,196443118	[	0	0	-10,]	[-3,299193451766769e-08	7,631532669	-3,2606711387634277]
5	9,47175244	14,74336815	10,18129876	[	0	0	-10,]	[-4,642007311872476e-08	9,51281929	-2,173874616622925]
1	8,754216256	18,50049019	12,31835904	[	0	0	-10,]	[-6,157064547096525e-08	11,57396221	-1,2391018867492676]
6	8,222510918	20,13744736	14,51585123	[	0	0	-10,]	[-6,338858327126218e-08	13,65586948	-0,3865545988082886]
5	-105	12,980196	999	[	0	0	-10,]	[-8,987426554085687e-05	14,0959959	-0,16992400586605072]
#############	EPISODIO	12#################								
Punto	Encontrado									
5	10,64612163	5,17710495	7,855636358	[	0	0	-10,]	[-1,6722285448717011e-12	0,015242754	-4,710669040679932]
5	12,94994344	15,59853745	5,289352922	[	0	0	-10,]	[-8,308489313213485e-11	0,211302623	-6,339052200317383]
1	15,713427	8,913570404	3,667040713	[	0	0	-10,]	[-4,750786986029709e-10	0,609412134	-8,090442657470703]
3	21,64201893	11,12387276	2,004443163	[	0	0	-10,]	[-1,5594402436036603e-09	1,032548904	-10,093679428100586]
7	45	5,442717552	1,036789793	[	0	0	-10,]	[-3,733130249372607e-09	1,293274879	-11,9816255569458]
Punto	Encontrado									
0	7,447016559	18,75156403	19,43304522	[	19	5	-11,]	[0,7047513723373413	1,782814622	-12,996752738952637]
7	7,540266844	32,05739212	18,68297154	[	19	5	-11,]	[1,4262058734893799	1,778848171	-12,642956733703613]
7	7,639644545	7,591334343	17,94194432	[	19	5	-11,]	[2,112821102142334	1,737503886	-11,904916763305664]
7	7,743751069	8,064939499	17,22322752	[	19	5	-11,]	[2,8199336528778076	1,697645068	-10,732674598693848]
7	7,854566045	15,42781448	16,51579722	[	19	5	-11,]	[3,5247137546539307	1,657565117	-9,156636238098145]
8	7,951753764	9,774695396	15,93908232	[	19	5	-11,]	[4,213537693023682	1,63122642	-7,220767021179199]
7	8,006766065	6,922241211	15,629162	[	19	5	-11,]	[4,908390522003174	1,769893408	-4,867537021636963]
0	7,993303392	4,492271423	15,70395327	[	19	5	-11,]	[5,595654010772705	1,93029952	-2,4313266277313232]
7	7,90655058	7,294487953	16,2025219	[	19	5	-11,]	[6,286219596862793	1,918407321	-0,07169364392757416]
8	7,770705262	15,5181551	17,04594689	[	19	5	-11,]	[6,26085901260376	1,920527339	-0,168059304356575]
1	7,777324894	17,59414482	17,00293516	[	19	5	-11,]	[6,26085901260376	1,920527339	-0,1718873679637909]
0	7,777701128	2,5143013	17,0004967	[	19	5	-11,]	[6,26085901260376	1,903880835	-0,38713082671165466]
1	7,798413606	2,576215744	16,8672659	[	19	5	-11,]	[6,26085901260376	1,714678288	-0,9474620819091797]
1	7,84787517	4,856501579	16,55694931	[	19	5	-11,]	[6,26085901260376	1,483630657	-1,8726410865783691]
5	7,930641714	4,033410072	16,06110977	[	19	5	-11,]	[6,26085901260376	1,273674846	-3,027639627456665]
5	8,03339003	7,576356888	15,48320839	[	19	5	-11,]	[6,26085901260376	1,246276736	-4,197768211364746]
1	8,140438382	8,544652939	14,92134407	[	19	5	-11,]	[6,26085901260376	1,432998538	-5,510779857635498]
5	8,263124931	7,515067101	14,32273543	[	19	5	-11,]	[6,26085901260376	1,673671365	-7,066000938415527]
8	8,391804338	5,266096115	13,74141637	[	19	5	-11,]	[6,26085901260376	2,099402428	-8,50757884979248]
8	8,49630733	4,277820587	13,30080233	[	19	5	-11,]	[6,26085901260376	2,737236261	-9,538351058959961]
3	8,566120575	10,81541443	13,02083832	[	19	5	-11,]	[6,260833740234375	3,563471794	-10,319159507751465]
8	8,61324633	9,775689125	12,83797157	[	19	5	-11,]	[6,260711193084717	4,28461647	-10,964142799377441]
5	8,633876794	20,88932419	12,75940981	[	19	5	-11,]	[6,260589122772217	5,143286705	-11,362220764160156]
5	8,637589882	13,14547157	12,74536482	[	19	5	-11,]	[6,260462284088135	6,233296871	-11,759370803833008]
8	8,61752558	8,407839775	12,82160233	[	19	5	-11,]	[6,260223865509033	7,50583744	-11,998244285583496]
3	8,565775092	8,923371315	13,02219678	[	19	5	-11,]	[6,259894371032715	8,989842415	-11,993355751037598]
8	8,475322523	6,369969368	13,3871539	[	19	5	-11,]	[6,259494304656982	10,31547451	-11,843805313110352]
5	8,371397363	8,159631729	13,83064576	[	19	5	-11,]	[6,258975982666016	11,81755924	-11,44060230255127]
3	8,234765243	10,86985588	14,45707223	[	19	5	-11,]	[6,258331775665283	13,48004341	-11,041426658630371]
8	8,066421518	6,937238693	15,30565129	[	19	5	-11,]	[6,257562637329102	15,0438633	-10,486254692077637]
8	7,901396887	21,54684639	16,23307839	[	19	5	-11,]	[6,256677150726318	16,69333839	-9,56091022491455]
8	7,724047429	7,403727531	17,35504017	[	19	5	-11,]	[6,255632400512695	18,53998947	-8,245596885681152]
3	7,525602118	4,913884163	18,79725929	[	19	5	-11,]	[6,2543721199035645	20,57052422	-6,670685291290283]
3	7,316702419	7,290117264	20,58240074	[	19	5	-11,]	[6,252950191497803	22,42915726	-5,109668731689453]
7	7,138387088	15,81895351	22,38210902	[	19	5	-11,]	[6,251389026641846	24,06856537	-3,396381378173828]
1	6,986878286	11,34696865	24,16510466	[	19	5	-11,]	[6,249712944030762	25,65243721	-1,5839269161224365]
3	-105	12,42085934	999	[	19	5	-11,]	[6,248112201690674	27,05120087	-0,17519432306289673]
#############	EPISODIO	13#################								
Punto	Encontrado									
3	9,606807121	8,94675827	9,853504106	[	0	0	-10,]	[-6,418267826935331e-12	-0,015612606	-2,7107229232788086]
7	11,03187693	8,499304771	7,289293797	[	0	0	-10,]	[-3,0486047020161777e-10	-0,203336746	-4,243330478668213]
7	12,39616575	10,60523319	5,760259526	[	0	0	-10,]	[-1,5359842286954972e-09	-0,431450635	-5,378969192504883]
7	13,86347447	6,218861103	4,641128675	[	0	0	-10,]	[-4,659421293240484e-09	-0,654399574	-6,109273433685303]
7	15,11045463	10,32095814	3,94537603	[	0	0	-10,]	[-1,0639954695079723e-08	-0,875629187	-6,436756610870361]
5	15,70834714	11,79748726	3,669254682	[	0	0	-10,]	[-2,0546970347368188e-08	-1,078905106	-6,507722854614258]
7	15,74081948	4,324758053	3,655138286	[	0	0	-10,]	[-3,642650270307968e-08	-1,115502	-6,42581033706665]
7	15,53914232	2,491941452	3,744219072	[	0	0	-10,]	[-5,882548492763817e-08	-1,110851049	-5,935131072998047]
7	14,58970765	15,19655037	4,213923285	[	0	0	-10,]	[-8,933005091193991e-08	-1,109143376	-5,0493574142456055]
6	13,23266456	5,973864555	5,07336782	[	0	0	-10,]	[-1,2909819702144887e-07	-1,120771408	-3,7620344161987305]
7	11,81398498	5,289572716	6,337850043	[	0	0	-10,]	[-1,4525174663049256e-07	-1,297383428	-2,086381673812866]
7	10,54369099	14,94943428	8,019261735	[	0	0	-10,]	[0,0	-1,502037287	-0,1624111831188202]
7	9,56554446	3,845482349	9,951596341	[	0	0	-10,]	[0,0	-1,502037287	-0,1624111831188202]
5	-105	22,17542839	999	[	0	0	-10,]	[0,0	-1,502037287	-0,1624111831188202]
#############	EPISODIO	14#################								
Punto	Encontrado									
7	9,606807121	17,47758865	9,853504106	[	0	0	-10,]	[0,0	0	-2,550596237182617]
7	10,91757731	9,738229752	7,449403763	[	0	0	-10,]	[0,0	0	-3,6562349796295166]
7	11,80849671	6,289377689	6,34376502	[	0	0	-10,]	[0,0	0	-4,378873825073242]
6	12,55158544	16,30574226	5,621126175	[	0	0	-10,]	[-3,5134594886243598e-12	-0,013713995	-4,70277214050293]
7	12,93997933	16,84363365	5,297245612	[	0	0	-10,]	[-2,385529551673926e-10	-0,191461846	-4,633004665374756]
7	12,84878919	6,281716347	5,370409348	[	0	0	-10,]	[-2,3007764582416712e-09	-0,414760679	-4,142866611480713]
2	12,27611373	8,219223022	5,871800231	[	0	0	-10,]	[-8,118905547860322e-09	-0,614075601	-3,562335252761841]
7	11,69623175	19,28445053	6,466886132	[	0	0	-10,]	[-1,852172637484273e-08	-0,647915304	-3,0765042304992676]
6	11,28634583	16,76930618	6,953746322	[	0	0	-10,]	[-3,5207037285545084e-08	-0,656611145	-2,2391586303710938]
7	10,68920875	12,5199337	7,788568351	[	0	0	-10,]	[-6,569042909632117e-08	-0,823752582	-0,9832740426063538]
1	9,97300846	2,110801697	9,054276079	[	0	0	-10,]	[-1,5258788721439487e-07	-0,938592494	-0,16123351454734802]
1	9,594137907	19,83643723	9,883434718	[	0	0	-10,]	[-1,5258788721439487e-07	-0,938592494	-0,16340269148349762]
8	9,595049606	11,12748814	9,881275347	[	0	0	-10,]	[-1,5258788721439487e-07	-0,937817335	-0,17017623782157898]
8	9,597929969	16,7801857	9,874458798	[	0	0	-10,]	[-1,5258788721439487e-07	-0,937817335	-0,17017623782157898]
5	-105	5,370158195	999	[	0	0	-10,]	[-1,5258788721439487e-07	-0,937817335	-0,17017623782157898]
#############	EPISODIO	15#################								
Punto	Encontrado									
7	9,606807121	4,485479832	9,853504106	[	0	0	-10,]	[0,0	0	-2,550596237182617]
7	10,91757731	6,467986107	7,449403763	[	0	0	-10,]	[0,0	0	-3,661085605621338]
8	11,81299676	4,023592472	6,338914394	[	0	0	-10,]	[-3,0623340235153007e-12	0,014190618	-4,398670673370361]
7	12,5742114	7,571574688	5,601347302	[	0	0	-10,]	[-1,231717644545327e-10	0,198723242	-4,733391761779785]
3	12,9740288	7,722968102	5,270356085	[	0	0	-10,]	[-3,8040065541977697e-10	0,406916052	-4,812670707702637]
3	13,06027159	4,541218758	5,203264923	[	0	0	-10,]	[-8,581598764934029e-10	0,423177958	-4,894178867340088]
